band_digits,family,sample_index,probable_prime_reps,exponent_vector,factor_digit_lengths,d_value,n_digits,n_bits,n_log10,leading16,trailing16,z_sci,neg_log10_z,status
7,probable_prime,0,64,"1","7",2,7,20,6.000001302881491388495560,1000003,1000003,1,0.000000000000000000000000,ok
7,semiprime_balanced,0,64,"1,1","4,3",4,7,20,6.002586324548566241596653,1005973,1005973,9.940624648971692083187123e-7,6.002586324548566241596653,ok
7,prime_square,0,64,"2","4",3,7,20,6.007782332473821043430563,1018081,1018081,9.910802775024777006937562e-4,3.003891166236910521715281,ok
7,prime_cube,0,64,"3","3",4,7,20,6.012964121347927722825565,1030301,1030301,9.705901479276444456522900e-7,6.012964121347927722825565,ok
7,squarefree_3,0,64,"1,1,1","3,3,2",8,7,20,6.003930332754059631230621,1009091,1009091,9.732154654803343053996707e-19,18.011790998262178893691864,ok
7,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,1,2,2",64,7,22,6.327296391477738774114725,2124694,2124694,7.141868742197130937022706e-197,196.146188135809901997556460,ok
7,smooth_4321,0,64,"4,3,2,1","1,1,1,2",120,7,20,6.020195489753194554096923,1047600,1047600,6.433778492372092623236694e-356,355.191533895438478691718475,ok
8,probable_prime,0,64,"1","8",2,8,24,7.000000825158731715631578,10000019,10000019,1,0.000000000000000000000000,ok
8,semiprime_balanced,0,64,"1,1","4,4",4,8,24,7.000534157592382996080782,10012307,10012307,9.987708127607353629887697e-8,7.000534157592382996080782,ok
8,prime_square,0,64,"2","4",3,8,24,7.000198383831445691674547,10004569,10004569,3.161555485298766993360733e-4,3.500099191915722845837273,ok
8,prime_cube,0,64,"3","3",4,8,24,7.044914589144482020425529,11089567,11089567,9.017484632177252727721470e-8,7.044914589144482020425529,ok
8,squarefree_3,0,64,"1,1,1","3,3,3",8,8,24,7.002585072570816453043965,10059701,10059701,9.823014435927790632780259e-22,21.007755217712449359131896,ok
8,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,8,25,7.488664393712713666233832,30808063,30808063,7.102378203983753303799480e-233,232.148596205094123653248804,ok
8,smooth_4321,0,64,"4,3,2,1","1,1,1,3",120,8,24,7.001439469480591465497329,10033200,10033200,8.223776533758506393277486e-414,413.084928699354896464342404,ok
9,probable_prime,0,64,"1","9",2,9,27,8.000000030400612669206197,100000007,100000007,1,0.000000000000000000000000,ok
9,semiprime_balanced,0,64,"1,1","5,5",4,9,27,8.000694589034722622839382,100160063,100160063,9.984019279221100330178506e-9,8.000694589034722622839382,ok
9,prime_square,0,64,"2","5",3,9,27,8.000607799569624983621035,100140049,100140049,9.993004896572399320475667e-5,4.000303899784812491810518,ok
9,prime_cube,0,64,"3","3",4,9,27,8.007950641698336489264153,101847563,101847563,9.818595266732106294973401e-9,8.007950641698336489264153,ok
9,squarefree_3,0,64,"1,1,1","3,3,4",8,9,27,8.000017540799890003116278,100004039,100004039,9.998788397874537368041979e-25,24.000052622399670009348834,ok
9,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,2,2,2",64,9,27,8.013038130080002430685347,103047659,103047659,3.942920018057332657179846e-249,248.404182032480075351245770,ok
9,smooth_4321,0,64,"4,3,2,1","1,1,2,4",120,9,27,8.004051390910756883307327,100937232,100937232,5.767238825975290131143802e-473,472.239032063734656115132290,ok
10,probable_prime,0,64,"1","10",2,10,30,9.000000003040061362682548,1000000007,1000000007,1,0.000000000000000000000000,ok
10,semiprime_balanced,0,64,"1,1","5,5",4,10,30,9.000134491900185057494176,1000309727,1000309727,9.996903689011113654801039e-10,9.000134491900185057494176,ok
10,prime_square,0,64,"2","5",3,10,30,9.000115997158243575579775,1000267129,1000267129,3.161855376735068137983369e-5,4.500057998579121787789888,ok
10,prime_cube,0,64,"3","4",4,10,30,9.011673498710731565145844,1027243729,1027243729,9.734788071896810771380236e-10,9.011673498710731565145844,ok
10,squarefree_3,0,64,"1,1,1","4,4,3",8,10,30,9.002054129429326572915078,1004741011,1004741011,9.859107719943582808108829e-28,27.006162388287979718745234,ok
10,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,2,2,3",64,10,30,9.002616374817030997651099,1006042609,1006042609,8.296451537634656984298567e-280,279.081107619327960927184081,ok
10,smooth_4321,0,64,"4,3,2,1","1,1,2,5",120,10,30,9.000188359567615130532104,1000433808,1000433808,9.747355046991151037414774e-532,531.011113214489292701394152,ok
11,probable_prime,0,64,"1","11",2,11,34,10.000000000825159514832277,10000000019,10000000019,1,0.000000000000000000000000,ok
11,semiprime_balanced,0,64,"1,1","6,6",4,11,34,10.000095536752567509232053,10002200057,10002200057,9.997800426918615471160237e-11,10.000095536752567509232053,ok
11,prime_square,0,64,"2","6",3,11,34,10.000026057278056978521522,10000600009,10000600009,9.999700008999730008099757e-6,5.000013028639028489260761,ok
11,prime_cube,0,64,"3","4",4,11,34,10.003964300649723996091389,10091699281,10091699281,9.909133954107564929926493e-11,10.003964300649723996091389,ok
11,squarefree_3,0,64,"1,1,1","4,4,4",8,11,34,10.000150199916045359970793,10003459079,10003459079,9.989629937999796677838312e-31,30.000450599748136079912379,ok
11,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,2,2,4",64,11,34,10.000271192711172222350035,10006246393,10006246393,9.808283854335163542836674e-311,310.008406974046338892851076,ok
11,smooth_4321,0,64,"4,3,2,1","1,1,2,6",120,11,34,10.000072616999332286702319,10001672208,10001672208,9.901832990962674614384147e-591,590.004284402960604915436850,ok
12,probable_prime,0,64,"1","12",2,12,37,11.000000000013028834456902,100000000003,100000000003,1,0.000000000000000000000000,ok
12,semiprime_balanced,0,64,"1,1","6,6",4,12,37,11.000003908359145247024532,100000899937,100000899937,9.999910007109879315565384e-12,11.000003908359145247024532,ok
12,prime_square,0,64,"2","6",3,12,37,11.000036349278703017844617,100008370081,100008370081,3.162145325874886558036434e-6,5.500018174639351508922309,ok
12,prime_cube,0,64,"3","4",4,12,37,11.000396050998522189097083,100091235707,100091235707,9.990884745666735801727472e-12,11.000396050998522189097083,ok
12,squarefree_3,0,64,"1,1,1","4,4,5",8,12,37,11.000021494426140631518371,100004949397,100004949397,9.998515327867060576173968e-34,33.000064483278421894555113,ok
12,squarefree_6,0,64,"1,1,1,1,1,1","2,2,2,2,2,5",64,12,37,11.000091332935166876608664,100021032397,100021032397,9.935018473998779497491166e-342,341.002831320990173174868596,ok
12,smooth_4321,0,64,"4,3,2,1","1,1,2,7",120,12,37,11.000002475610465203524403,100000570032,100000570032,9.996637386270915115236660e-650,649.000146061017447007939751,ok
13,probable_prime,0,64,"1","13",2,13,40,12.000000000016937484793897,1000000000039,1000000000039,1,0.000000000000000000000000,ok
13,semiprime_balanced,0,64,"1,1","7,7",4,13,40,12.000015634362926052694394,1000036000099,1000036000099,9.999640011969604733044620e-13,12.000015634362926052694394,ok
13,prime_square,0,64,"2","7",3,13,40,12.000002605762982776991120,1000006000009,1000006000009,9.999970000089999730000810e-7,6.000001302881491388495560,ok
13,prime_cube,0,64,"3","5",4,13,40,12.000911699354437475431553,1002101470343,1002101470343,9.979029365735979738212098e-13,12.000911699354437475431553,ok
13,squarefree_3,0,64,"1,1,1","5,5,5",8,13,40,12.002298513184520425881642,1005306552331,1005306552331,9.842478175009866840593281e-37,36.006895539553561277644925,ok
13,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,2",64,13,40,12.000370177717523679350928,1000852729061,1000852729061,9.739227052793944351007707e-373,372.011475509243234059878763,ok
13,smooth_4321,0,64,"4,3,2,1","1,2,2,6",120,13,40,12.000009211121510257136044,1000021209616,1000021209616,9.987494285433539276765534e-709,708.000543456169105171026612,ok
14,probable_prime,0,64,"1","14",2,14,44,13.000000000001606889583039,10000000000037,10000000000037,1,0.000000000000000000000000,ok
14,semiprime_balanced,0,64,"1,1","7,7",4,14,44,13.000000043425667657238179,10000000999913,10000000999913,9.999999000087099982590760e-14,13.000000043425667657238179,ok
14,prime_square,0,64,"2","7",3,14,44,13.000001466700712828594551,10000033772089,10000033772089,3.162272320345775504595888e-7,6.500000733350356414297276,ok
14,prime_cube,0,64,"3","5",4,14,44,13.000764965170262951456297,10017629495693,10017629495693,9.982401529522947857839555e-14,13.000764965170262951456297,ok
14,squarefree_3,0,64,"1,1,1","5,5,5",8,14,44,13.000081801698571871489094,10001883731117,10001883731117,9.994350935046510279603270e-40,39.000245405095715614467282,ok
14,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,3",64,14,44,13.002151292238195721449354,10049658224681,10049658224681,8.576497011413277357679783e-404,403.066690059384067364929976,ok
14,smooth_4321,0,64,"4,3,2,1","1,2,2,7",120,14,44,13.000000301912385552323913,10000006951792,10000006951792,9.999589852825831014530965e-768,767.000017812830747587110845,ok
15,probable_prime,0,64,"1","15",2,15,47,14.000000000000134631289390,100000000000031,100000000000031,1,0.000000000000000000000000,ok
15,semiprime_balanced,0,64,"1,1","8,7",4,15,47,14.000000434293522113334228,100000099999829,100000099999829,9.999990000027099955800091e-15,14.000000434293522113334228,ok
15,prime_square,0,64,"2","8",3,15,47,14.000001650317463431263155,100000380000361,100000380000361,9.999981000036099931410130e-8,7.000000825158731715631578,ok
15,prime_cube,0,64,"3","5",4,15,47,14.000648577698456432152359,100149452102519,100149452102519,9.985077092347343863345779e-15,14.000648577698456432152359,ok
15,squarefree_3,0,64,"1,1,1","5,5,6",8,15,47,14.000003946241845635678469,100000908659893,100000908659893,9.999727406986001783235940e-43,42.000011838725536907035408,ok
15,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,4",64,15,47,14.000191663849735230913350,100044141972029,100044141972029,9.864121674282874386121820e-435,434.005941579341792158313863,ok
15,smooth_4321,0,64,"4,3,2,1","1,2,2,8",120,15,47,14.000000161239196853156051,100000037126704,100000037126704,9.999780954886135687496260e-827,826.000009513112614336206991,ok
16,probable_prime,0,64,"1","16",2,16,50,15.000000000000016068895830,1000000000000037,1000000000000037,1,0.000000000000000000000000,ok
16,semiprime_balanced,0,64,"1,1","8,8",4,16,50,15.000000047770913346505797,1000000109996599,1000000109996599,9.999998900034130992504607e-16,15.000000047770913346505797,ok
16,prime_square,0,64,"2","8",3,16,50,15.000000010940628756495447,1000000025191729,1000000025191729,3.162277620336759165711474e-8,7.500000005470314378247724,ok
16,prime_cube,0,64,"3","6",4,16,50,15.000039085917085467782282,1000090002700027,1000090002700027,9.999100053997300121494897e-16,15.000039085917085467782282,ok
16,squarefree_3,0,64,"1,1,1","6,6,5",8,16,50,15.000047761731883838133537,1000109981499373,1000109981499373,9.996701280641611349323985e-46,45.000143285195651514400612,ok
16,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,5",64,16,50,15.000066660468641158098622,1000153503181793,1000153503181793,9.952530690161242439565670e-466,465.002066474527875901057269,ok
16,smooth_4321,0,64,"4,3,2,1","1,2,2,9",120,16,50,15.000000019002926396008640,1000000043755856,1000000043755856,9.999974184078847946186788e-886,885.000001121172657364509787,ok
17,probable_prime,0,64,"1","17",2,17,54,16.000000000000002649196340,1000000000000006,0000000000000061,1,0.000000000000000000000000,ok
17,semiprime_balanced,0,64,"1,1","9,9",4,17,54,16.000000191089541245959420,1000000440000025,0000004400000259,9.999995600001676999376080e-17,16.000000191089541245959420,ok
17,prime_square,0,64,"2","9",3,17,54,16.000000060801225338412394,1000000140000004,0000001400000049,9.999999300000048999996570e-9,8.000000030400612669206197,ok
17,prime_cube,0,64,"3","6",4,17,54,16.000021353349047006914224,1000049169111962,0000491691119623,9.999508333055204056833703e-17,16.000021353349047006914224,ok
17,squarefree_3,0,64,"1,1,1","6,6,6",8,17,54,16.000012578583766643815999,1000028963678911,0000289636789113,9.999131139963913122508671e-49,48.000037735751299931447998,ok
17,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,6",64,17,54,16.000006526978828353124937,1000015029037087,0000150290370873,9.995342118642649834725947e-497,496.000202336343678946873057,ok
17,smooth_4321,0,64,"4,3,2,1","2,2,3,5",120,17,54,16.000215213083949781041176,1000495669242340,0004956692423407,9.711860330601699374883620e-945,944.012697571953037081429366,ok
18,probable_prime,0,64,"1","18",2,18,57,17.000000000000000013028834,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
18,semiprime_balanced,0,64,"1,1","9,9",4,18,57,17.000000003040059447443896,1000000006999995,0000000699999559,9.999999930000044589999379e-18,17.000000003040059447443896,ok
18,prime_square,0,64,"2","9",3,18,57,17.000000002700470392858539,1000000006218062,0000000621806289,3.162277650336758694564605e-9,8.500000001350235196429270,ok
18,prime_cube,0,64,"3","6",4,18,57,17.000034010685840297806793,1000078315564722,0007831556472211,9.999216905681252703370548e-18,17.000034010685840297806793,ok
18,squarefree_3,0,64,"1,1,1","6,6,7",8,18,57,17.000000719917533903847999,1000001657672755,0000165767275569,9.999950269982201582390136e-52,51.000002159752601711543997,ok
18,squarefree_6,0,64,"1,1,1,1,1,1","3,3,3,3,3,7",64,18,57,17.000002775802086978862277,1000006391540932,0000639154093239,9.998018824921619567226644e-528,527.000086049864696344730582,ok
18,smooth_4321,0,64,"4,3,2,1","2,2,3,6",120,18,57,17.000005785111653403876945,1000013320800575,0001332080057551,9.992143867563916892847411e-1004,1003.000341321587550828739758,ok
19,probable_prime,0,64,"1","19",2,19,60,18.000000000000000001302883,1000000000000000,0000000000000003,1,0.000000000000000000000000,ok
19,semiprime_balanced,0,64,"1,1","10,10",4,19,60,18.000000006948711682222888,1000000016000000,0000016000000063,9.999999840000001929999979e-19,18.000000006948711682222888,ok
19,prime_square,0,64,"2","10",3,19,60,18.000000006080122725365096,1000000014000000,0000014000000049,9.999999930000000489999997e-10,9.000000003040061362682548,ok
19,prime_cube,0,64,"3","7",4,19,60,18.000003908644474165486680,1000009000027000,0009000027000027,9.999910000539997300012150e-19,18.000003908644474165486680,ok
19,squarefree_3,0,64,"1,1,1","7,7,6",8,19,60,18.000006514083042810458165,1000014999342997,0014999342997921,9.999550033208542344094862e-55,54.000019542249128431374495,ok
19,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,3",64,19,60,18.003274714360155404425166,1007568808182590,7568808182590987,7.915600273457908550577381e-559,558.101516145164817537180134,ok
19,smooth_4321,0,64,"4,3,2,1","2,2,3,7",120,19,60,18.000000227483867813178003,1000000523801100,0000523801100107,9.999690962207191534511967e-1063,1062.000013421548200977502182,ok
20,probable_prime,0,64,"1","20",2,20,64,19.000000000000000002214902,1000000000000000,0000000000000051,1,0.000000000000000000000000,ok
20,semiprime_balanced,0,64,"1,1","10,10",4,20,64,19.000000000564582808778899,1000000001299999,0000012999999601,9.999999987000000415899999e-20,19.000000000564582808778899,ok
20,prime_square,0,64,"2","10",3,20,64,19.000000002425798446057663,1000000005585607,0000055856073561,3.162277651336758688662770e-10,9.500000001212899223028831,ok
20,prime_cube,0,64,"3","7",4,20,64,19.000031633803726494670015,1000072842177757,0728421777579303,9.999271631278384590226128e-20,19.000031633803726494670015,ok
20,squarefree_3,0,64,"1,1,1","7,7,7",8,20,64,19.000000564082933139788246,1000001298849796,0012988497965647,9.999961034607323487525234e-58,57.000001692248799419364738,ok
20,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,4",64,20,64,19.000287253504187281173422,1000661644426823,6616444268234971,9.797045868635928287597032e-590,589.008904858629805716376093,ok
20,smooth_4321,0,64,"4,3,2,1","2,2,3,8",120,20,64,19.000000127730924506215956,1000000294111365,0002941113659331,9.999826475825166786406861e-1122,1121.000007536124545866741378,ok
21,probable_prime,0,64,"1","21",2,21,67,20.000000000000000000169375,1000000000000000,0000000000000039,1,0.000000000000000000000000,ok
21,semiprime_balanced,0,64,"1,1","11,11",4,21,67,20.000000002258331302748275,1000000005200000,0000520000000627,9.999999948000000207699999e-21,20.000000002258331302748275,ok
21,prime_square,0,64,"2","11",3,21,67,20.000000001650319029664554,1000000003800000,0000380000000361,9.999999981000000036100000e-11,10.000000000825159514832277,ok
21,prime_cube,0,64,"3","7",4,21,67,20.000011835955382038159539,1000027253665798,2725366579842591,9.999727470769436310984940e-21,20.000011835955382038159539,ok
21,squarefree_3,0,64,"1,1,1","7,7,8",8,21,67,20.000000038568056734077911,1000000088806236,0008880623644491,9.999997335813379845487853e-61,60.000000115704170202233734,ok
21,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,5",64,21,67,20.000092117376782746221094,1000212130595098,1213059509894617,9.934462192612362760782268e-621,620.002855638680265132853922,ok
21,smooth_4321,0,64,"4,3,2,1","2,2,3,9",120,21,67,20.000000026552915746474431,1000000061140349,0006114034984243,9.999963927259758004150182e-1181,1180.000001566622029041991405,ok
22,probable_prime,0,64,"1","22",2,22,70,21.000000000000000000050812,1000000000000000,0000000000000117,1,0.000000000000000000000000,ok
22,semiprime_balanced,0,64,"1,1","11,11",4,22,70,21.000000000047772391529695,1000000000109999,0000109999996599,9.999999998900000034131000e-22,21.000000000047772391529695,ok
22,prime_square,0,64,"2","11",3,22,70,21.000000000530562010764276,1000000001221664,0001221664177641,3.162277658236758665177683e-11,10.500000000265281005382138,ok
22,prime_cube,0,64,"3","8",4,22,70,21.000002475476195146894733,1000005700010830,5700010830006859,9.999943000216599314101955e-22,21.000002475476195146894733,ok
22,squarefree_3,0,64,"1,1,1","8,8,7",8,22,70,21.000000217114123781832190,1000000499923869,0499923869860407,9.999985002298899607835091e-64,63.000000651342371345496571,ok
22,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,6",64,22,70,21.000003087142178335694925,1000007108432824,7108432824577819,9.997796636432678191979937e-652,651.000095701407528406542680,ok
22,smooth_4321,0,64,"4,3,2,1","2,2,3,10",120,22,70,21.000000003324721676114753,1000000007655454,0007655454599079,9.999995483282823869165127e-1240,1239.000000196158578890770417,ok
23,probable_prime,0,64,"1","23",2,23,74,22.000000000000000000000391,1000000000000000,0000000000000009,1,0.000000000000000000000000,ok
23,semiprime_balanced,0,64,"1,1","12,12",4,23,74,22.000000000095544786010681,1000000000220000,0002200000000057,9.999999997800000000427000e-23,22.000000000095544786010681,ok
23,prime_square,0,64,"2","12",3,23,74,22.000000000026057668913804,1000000000060000,0000600000000009,9.999999999700000000009000e-12,11.000000000013028834456902,ok
23,prime_cube,0,64,"3","8",4,23,74,22.000000973619684447324255,1000002241844684,2418446845840147,9.999977581603412723079083e-23,22.000000973619684447324255,ok
23,squarefree_3,0,64,"1,1,1","8,8,8",8,23,74,22.000000099853507314037111,1000000229921223,2299212238563543,9.999993102366456134306326e-67,66.000000299560521942111332,ok
23,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,7",64,23,74,22.000000087410037165663721,1000000201269068,2012690688103291,9.999937606789594173914574e-683,682.000002709711152135575343,ok
23,smooth_4321,0,64,"4,3,2,1","2,2,3,11",120,23,74,22.000000000203878329044547,1000000000469447,0004694472013527,9.999999723026155102644908e-1299,1298.000000012028821413628293,ok
24,probable_prime,0,64,"1","24",2,24,77,23.000000000000000000000508,1000000000000000,0000000000000117,1,0.000000000000000000000000,ok
24,semiprime_balanced,0,64,"1,1","12,12",4,24,77,23.000000000008251595155940,1000000000018999,0001899999999967,9.999999999810000000006910e-24,23.000000000008251595155940,ok
24,prime_square,0,64,"2","12",3,24,77,23.000000000143274564782412,1000000000329901,0032990187712761,3.162277659646758664083829e-12,11.500000000071637282391206,ok
24,prime_cube,0,64,"3","8",4,24,77,23.000000973006658342236129,1000002240433136,4043313664935467,9.999977595718828800392065e-24,23.000000973006658342236129,ok
24,squarefree_3,0,64,"1,1,1","8,8,9",8,24,77,23.000000011690874822776548,1000000026919234,2691923445330727,9.999999192423009879490962e-70,69.000000035072624468329643,ok
24,squarefree_6,0,64,"1,1,1,1,1,1","4,4,4,4,4,8",64,24,77,23.000000035033577641072707,1000000080667796,8066779688423007,9.999974993015242035570803e-714,713.000001086040906873253907,ok
24,smooth_4321,0,64,"4,3,2,1","2,2,3,12",120,24,77,23.000000000094150046570493,1000000000216788,0021678849376141,9.999999872094789512619440e-1358,1357.000000005554852747659062,ok
25,probable_prime,0,64,"1","25",2,25,80,24.000000000000000000000003,1000000000000000,0000000000000007,1,0.000000000000000000000000,ok
25,semiprime_balanced,0,64,"1,1","13,12",4,25,80,24.000000000012160245492934,1000000000027999,0027999999999571,9.999999999720000000012130e-25,24.000000000012160245492934,ok
25,prime_square,0,64,"2","13",3,25,80,24.000000000033874969587793,1000000000078000,0078000000001521,9.999999999610000000015210e-13,12.000000000016937484793897,ok
25,prime_cube,0,64,"3","9",4,25,80,24.000000091201838007618591,1000000210000014,0000014700000343,9.999997900000293999965700e-25,24.000000091201838007618591,ok
25,squarefree_3,0,64,"1,1,1","9,9,8",8,25,80,24.000000013028767163164989,1000000029999845,9999845499989381,9.999999100004688999759671e-73,72.000000039086301489494967,ok
25,squarefree_6,0,64,"1,1,1,1,1,1","5,5,5,5,5,4",64,25,80,24.000110435486709660093855,1000254319439141,9439141824168099,9.921480883097445242698633e-745,744.003423500087999462909517,ok
25,smooth_4321,0,64,"4,3,2,1","2,3,4,8",120,25,80,24.000000166874588596285388,1000000384243013,4243013922648869,9.999773299235040899265440e-1417,1416.000009845600727180837879,ok
26,probable_prime,0,64,"1","26",2,26,84,25.000000000000000000000001,1000000000000000,0000000000000013,1,0.000000000000000000000000,ok
26,semiprime_balanced,0,64,"1,1","13,13",4,26,84,25.000000000001433171789674,1000000000003299,0032999999986077,9.999999999967000000014032e-26,25.000000000001433171789674,ok
26,prime_square,0,64,"2","13",3,26,84,25.000000000000170480088684,1000000000000392,0003925449108561,3.162277660167758663997787e-13,12.500000000000085240044342,ok
26,prime_cube,0,64,"3","9",4,26,84,25.000000084645005274956032,1000000194902346,9023463359759587,9.999998050976916509412448e-26,25.000000084645005274956032,ok
26,squarefree_3,0,64,"1,1,1","9,9,9",8,26,84,25.000000011725883181318475,1000000026999844,9998441799893033,9.999999190004718339814077e-76,75.000000035177649543955425,ok
26,squarefree_6,0,64,"1,1,1,1,1,1","5,5,5,5,5,5",64,26,84,25.000026663372032608934150,1000061396567663,5676633580767459,9.980985748314821481757340e-776,775.000826564533010876958648,ok
26,smooth_4321,0,64,"4,3,2,1","2,3,4,9",120,26,84,25.000000008804475535157429,1000000020273054,2730543243826313,9.999988038905223253398807e-1476,1475.000000519464056574288297,ok
27,probable_prime,0,64,"1","27",2,27,87,26.000000000000000000000000,1000000000000000,0000000000000067,1,0.000000000000000000000000,ok
27,semiprime_balanced,0,64,"1,1","14,13",4,27,87,26.000000000000347435585518,1000000000000799,0079999999998927,9.999999999992000000000114e-27,26.000000000000347435585518,ok
27,prime_square,0,64,"2","14",3,27,87,26.000000000003213779166078,1000000000007400,0740000000001369,9.999999999963000000000137e-14,13.000000000001606889583039,ok
27,prime_cube,0,64,"3","9",4,27,87,26.000000066353354499120537,1000000152784256,8425661133768643,9.999998472157667316878154e-27,26.000000066353354499120537,ok
27,squarefree_3,0,64,"1,1,1","9,9,10",8,27,87,26.000000001433099587322296,1000000003299833,9983375198868947,9.999999901004988093673480e-79,78.000000004299298761966889,ok
